area_type,location,size,total_sqft,bath,balcony,price,price_per_sqft
3,493,9,1196.0,2.0,2.0,94.42,0.07894648829431439
0,52,9,1150.0,3.0,3.0,52.5,0.04565217391304348
3,383,9,1128.0,2.0,1.0,63.0,0.05585106382978723
3,836,9,1000.0,2.0,1.0,53.0,0.053
3,1171,9,1035.0,2.0,1.0,45.0,0.043478260869565216
0,642,9,950.0,2.0,1.0,32.0,0.03368421052631579
3,246,11,1075.0,2.0,1.0,36.0,0.03348837209302326
3,1163,9,1040.0,2.0,1.0,48.5,0.046634615384615385
2,740,10,720.0,2.0,1.0,45.0,0.0625
3,701,11,1511.0,3.0,1.0,95.0,0.0628722700198544
0,999,11,1300.0,3.0,1.0,58.0,0.04461538461538461
3,493,11,1545.0,3.0,1.0,68.75,0.04449838187702265
0,979,0,375.0,2.0,0.0,26.0,0.06933333333333333
3,1129,9,1062.0,2.0,3.0,38.0,0.035781544256120526
3,582,9,1115.0,2.0,1.0,40.0,0.03587443946188341
3,531,9,1000.0,2.0,1.0,35.0,0.035
3,600,9,883.0,2.0,1.0,45.0,0.05096262740656852
3,962,9,1195.0,2.0,1.0,70.0,0.058577405857740586
2,156,14,1200.0,3.0,1.0,165.0,0.1375
0,759,1,700.0,1.0,0.0,41.0,0.05857142857142857
3,1154,9,1246.0,2.0,1.0,67.0,0.05377207062600321
2,61,14,660.0,4.0,2.0,90.0,0.13636363636363635
2,186,14,8500.0,4.0,2.0,145.0,0.017058823529411765
3,621,13,1600.0,4.0,1.0,80.0,0.05
3,470,13,2805.0,5.0,3.0,154.0,0.054901960784313725
3,213,11,1584.0,3.0,2.0,65.0,0.041035353535353536
0,507,11,1175.0,2.0,2.0,48.0,0.04085106382978723
0,1176,11,1595.0,3.0,2.0,115.0,0.07210031347962383
3,1099,9,1353.0,2.0,2.0,110.0,0.08130081300813008
3,383,11,1599.0,3.0,2.0,125.0,0.07817385866166354
3,1163,9,1150.0,2.0,1.0,70.0,0.06086956521739131
3,577,9,1155.0,2.0,2.0,42.74,0.037004329004329005
0,527,0,1200.0,2.0,0.0,85.0,0.07083333333333333
3,385,9,1000.0,2.0,1.0,25.0,0.025
3,1066,13,3000.0,4.0,2.0,120.0,0.04
0,915,11,1867.0,3.0,1.0,160.0,0.0856989823245849
3,916,9,1251.0,2.0,1.0,47.0,0.037569944044764186
3,410,9,1028.0,2.0,1.0,45.5,0.04426070038910506
3,128,9,1222.0,2.0,2.0,45.0,0.036824877250409165
3,199,11,1170.0,2.0,1.0,66.0,0.05641025641025641
3,922,11,1385.0,2.0,2.0,48.48,0.035003610108303246
3,458,9,1372.0,2.0,1.0,68.0,0.04956268221574344
3,715,11,1282.0,2.0,2.0,49.0,0.038221528861154444
3,764,23,5000.0,9.0,3.0,210.0,0.042
3,614,9,1135.0,2.0,1.0,39.73,0.03500440528634361
0,1163,11,1768.0,3.0,2.0,101.0,0.057126696832579184
0,260,11,1325.0,2.0,1.0,90.0,0.06792452830188679
3,383,11,1599.0,3.0,2.0,99.0,0.06191369606003752
2,1163,12,1500.0,3.0,1.0,61.95,0.0413
3,1095,9,1286.0,2.0,2.0,63.0,0.048989113530326596
0,603,15,2845.0,5.0,1.0,140.0,0.0492091388400703
3,567,11,1600.0,2.0,2.0,50.0,0.03125
3,485,9,1317.5,2.0,0.0,63.77,0.0484022770398482
3,772,9,1102.0,2.0,2.0,53.67,0.04870235934664247
3,1171,9,1350.0,2.0,2.0,54.0,0.04
3,177,11,1200.0,2.0,2.0,42.0,0.035
2,499,18,1300.0,6.0,0.0,145.0,0.11153846153846154
2,486,10,1800.0,1.0,1.0,80.0,0.044444444444444446
0,294,9,950.0,2.0,1.0,40.0,0.042105263157894736
3,614,0,525.0,1.0,1.0,27.25,0.051904761904761905
0,138,9,656.0,2.0,1.0,25.0,0.038109756097560975
2,742,14,1780.0,4.0,3.0,175.0,0.09831460674157304
3,38,9,1056.0,2.0,1.0,80.0,0.07575757575757576
3,199,0,595.0,1.0,1.0,33.32,0.056
0,527,9,1080.0,2.0,2.0,50.0,0.046296296296296294
3,59,11,2225.0,3.0,1.0,160.0,0.07191011235955057
3,248,9,1126.0,2.0,1.0,28.15,0.024999999999999998
3,388,11,1490.0,3.0,1.0,84.0,0.056375838926174496
3,962,11,1550.0,3.0,3.0,100.0,0.06451612903225806
3,1211,11,1600.0,3.0,2.0,86.0,0.05375
0,135,9,1160.0,2.0,1.0,55.0,0.04741379310344827
3,962,11,2100.0,3.0,2.0,125.0,0.05952380952380952
3,1154,9,1404.0,2.0,1.0,69.3,0.04935897435897436
2,962,14,2230.0,4.0,3.0,225.0,0.10089686098654709
3,743,11,1544.0,3.0,2.0,120.0,0.07772020725388601
3,186,11,1305.0,2.0,1.0,58.7,0.0449808429118774
3,742,9,1230.0,2.0,2.0,80.0,0.06504065040650407
2,1054,10,1200.0,2.0,0.0,65.0,0.05416666666666667
3,473,11,1460.0,3.0,1.0,73.0,0.05
2,962,25,1800.0,2.0,2.0,34.185,0.018991666666666667
0,431,9,967.0,2.0,3.0,45.0,0.04653567735263702
0,260,1,540.0,1.0,1.0,36.0,0.06666666666666667
3,498,0,715.0,1.0,2.0,46.0,0.06433566433566433
3,372,11,1578.0,3.0,1.0,180.0,0.11406844106463879
3,776,9,1020.0,2.0,1.0,48.95,0.04799019607843138
3,559,9,1020.0,2.0,1.0,40.0,0.0392156862745098
3,661,9,1253.0,2.0,1.0,102.0,0.08140462889066241
3,530,9,1180.0,2.0,2.0,42.0,0.03559322033898305
3,817,9,961.0,2.0,2.0,38.0,0.03954214360041623
0,608,11,1419.0,3.0,3.0,75.0,0.052854122621564484
3,473,11,1709.0,3.0,2.0,150.0,0.08777062609713282
2,852,10,1600.0,2.0,0.0,115.0,0.071875
3,1120,0,416.0,1.0,1.0,18.5,0.04447115384615385
1,956,9,1100.0,2.0,2.0,98.0,0.0890909090909091
3,458,11,1430.0,2.0,1.0,65.0,0.045454545454545456
3,1006,9,1260.0,2.0,2.0,45.0,0.03571428571428571
0,887,11,1630.0,3.0,2.0,85.0,0.05214723926380368
3,962,11,1249.0,3.0,2.0,44.71,0.035796637309847876
3,591,11,1450.0,2.0,3.0,85.0,0.05862068965517241
3,656,11,2791.0,3.0,1.0,223.0,0.07989967753493371
3,504,0,600.0,1.0,0.0,90.0,0.15
0,135,0,834.0,1.0,1.0,60.0,0.07194244604316546
2,356,12,1125.0,4.0,1.0,70.0,0.06222222222222222
3,128,11,2060.0,3.0,2.0,140.0,0.06796116504854369
0,431,9,891.0,2.0,1.0,25.0,0.028058361391694726
3,901,9,1133.0,2.0,1.0,49.07,0.04330979699911739
0,246,11,1075.0,2.0,1.0,37.0,0.03441860465116279
0,1129,9,1200.0,2.0,2.0,55.0,0.04583333333333333
3,1066,9,1075.0,2.0,2.0,45.8,0.0426046511627907
3,588,9,1140.0,2.0,2.0,40.0,0.03508771929824561
2,746,16,940.0,4.0,2.0,150.0,0.1595744680851064
3,901,9,1090.0,2.0,1.0,42.0,0.03853211009174312
0,881,14,1500.0,4.0,1.0,70.0,0.04666666666666667
3,1163,11,1790.0,3.0,2.0,100.0,0.055865921787709494
3,476,11,1920.0,3.0,2.0,134.0,0.06979166666666667
0,457,9,1374.0,2.0,2.0,95.0,0.06914119359534207
1,199,11,1445.0,3.0,2.0,95.0,0.0657439446366782
3,608,0,711.0,1.0,1.0,36.0,0.05063291139240506
3,1084,11,1500.0,3.0,3.0,95.0,0.06333333333333334
3,1163,11,1720.0,3.0,3.0,100.0,0.05813953488372093
3,1111,11,1400.0,3.0,2.0,60.0,0.04285714285714286
0,678,9,1030.0,2.0,2.0,49.0,0.04757281553398058
3,776,9,1200.0,2.0,1.0,85.0,0.07083333333333333
1,500,11,1375.0,3.0,2.0,70.0,0.05090909090909091
2,478,10,1050.0,1.0,2.0,56.0,0.05333333333333334
3,545,11,2250.0,3.0,2.0,160.0,0.07111111111111111
3,217,9,1000.0,2.0,2.0,50.0,0.05
3,547,0,469.0,1.0,0.0,25.0,0.053304904051172705
3,600,9,883.0,2.0,1.0,29.0,0.03284258210645526
3,399,11,1820.0,2.0,3.0,86.0,0.04725274725274725
0,1003,11,1440.0,2.0,3.0,65.0,0.04513888888888889
3,1199,17,3600.0,4.0,1.0,160.0,0.044444444444444446
3,716,9,1225.0,2.0,2.0,48.0,0.03918367346938775
1,299,9,875.0,2.0,3.0,52.8,0.06034285714285714
3,546,0,750.0,1.0,2.0,40.0,0.05333333333333334
3,55,9,1180.0,2.0,3.0,80.0,0.06779661016949153
3,470,9,1194.0,2.0,2.0,47.0,0.03936348408710218
3,485,11,1500.0,2.0,2.0,62.0,0.04133333333333333
3,864,9,1160.0,2.0,2.0,52.2,0.045000000000000005
3,961,9,1128.0,2.0,1.0,60.0,0.05319148936170213
3,476,11,1500.0,3.0,1.0,150.0,0.1
0,513,11,1220.0,2.0,1.0,35.23,0.028877049180327866
3,962,9,1210.0,2.0,2.0,58.0,0.047933884297520664
3,614,11,1100.0,2.0,1.0,58.0,0.05272727272727273
3,248,11,1200.0,3.0,2.0,46.0,0.03833333333333333
3,795,11,1641.0,3.0,2.0,66.0,0.04021937842778794
3,496,9,1200.0,2.0,1.0,45.0,0.0375
3,901,9,1260.0,2.0,1.0,67.39,0.05348412698412698
3,716,11,1720.0,3.0,3.0,78.0,0.04534883720930233
3,1171,9,1132.5,2.0,0.0,48.13,0.04249889624724062
3,1171,9,1210.0,2.0,1.0,45.98,0.038
0,522,14,2200.0,4.0,2.0,200.0,0.09090909090909091
3,246,11,1075.0,2.0,1.0,45.0,0.04186046511627907
0,1066,11,1702.0,3.0,2.0,130.0,0.07638072855464159
3,981,9,1630.0,2.0,2.0,200.0,0.12269938650306748
3,901,9,1141.0,2.0,2.0,38.55,0.03378615249780894
3,985,11,2072.0,3.0,2.0,108.0,0.052123552123552123
0,486,12,1200.0,2.0,0.0,70.0,0.058333333333333334
3,1063,11,1350.0,3.0,0.0,77.0,0.05703703703703704
3,1022,11,1180.0,2.0,2.0,78.34,0.06638983050847458
0,1171,11,35000.0,3.0,3.0,130.0,0.0037142857142857142
3,696,9,1355.0,2.0,2.0,115.0,0.08487084870848709
2,1037,1,600.0,1.0,0.0,50.0,0.08333333333333333
2,498,20,1200.0,7.0,2.0,150.0,0.125
3,199,11,1640.0,2.0,1.0,120.0,0.07317073170731707
2,263,16,1200.0,5.0,0.0,100.0,0.08333333333333333
3,650,11,1190.0,2.0,2.0,57.0,0.04789915966386555
3,742,9,1019.0,2.0,2.0,49.85,0.04892051030421982
3,95,11,1875.0,3.0,2.0,165.0,0.088
3,84,11,1250.0,3.0,2.0,40.0,0.032
2,255,12,1200.0,3.0,2.0,140.0,0.11666666666666667
3,1163,9,1140.0,2.0,1.0,56.0,0.04912280701754386
3,701,11,1683.0,3.0,1.0,109.0,0.0647653000594177
3,588,11,1515.0,3.0,2.0,83.3,0.05498349834983498
3,493,13,2118.0,4.0,2.0,111.0,0.05240793201133145
0,199,14,1380.0,3.0,0.0,58.0,0.042028985507246375
3,1106,9,1083.0,2.0,2.0,61.75,0.05701754385964912
2,116,10,600.0,2.0,1.0,55.0,0.09166666666666666
0,142,11,2300.0,3.0,3.0,120.0,0.05217391304347826
3,869,9,1240.0,2.0,2.0,60.0,0.04838709677419355
3,1043,11,1750.0,3.0,1.0,120.0,0.06857142857142857
3,945,9,1230.0,2.0,2.0,43.48,0.03534959349593496
2,115,12,1500.0,3.0,1.0,139.0,0.09266666666666666
3,73,9,985.0,2.0,1.0,40.39,0.04100507614213198
2,1081,12,1500.0,2.0,1.0,87.0,0.058
0,383,9,1125.0,2.0,1.0,32.49,0.028880000000000003
0,753,9,950.0,2.0,1.0,44.0,0.04631578947368421
3,663,11,1580.0,3.0,3.0,76.0,0.04810126582278481
2,145,12,1092.0,2.0,1.0,98.5,0.0902014652014652
0,385,9,1090.0,2.0,1.0,28.34,0.026
0,485,12,2264.0,3.0,1.0,159.0,0.07022968197879859
3,370,11,1033.0,2.0,2.0,25.53,0.024714424007744436
3,604,9,810.0,2.0,2.0,24.5,0.030246913580246913
3,438,9,1045.0,2.0,0.0,45.0,0.0430622009569378
3,476,9,1337.0,2.0,1.0,82.0,0.061331338818249814
3,279,9,1200.0,2.0,2.0,32.0,0.02666666666666667
3,661,11,1580.0,3.0,2.0,160.0,0.10126582278481013
3,213,11,1500.0,2.0,3.0,54.0,0.036
3,1163,11,1640.0,4.0,2.0,91.0,0.05548780487804878
3,1000,11,1570.0,3.0,2.0,62.0,0.03949044585987261
3,443,11,1470.0,2.0,2.0,82.0,0.055782312925170066
3,636,9,1160.0,2.0,2.0,40.61,0.03500862068965517
0,59,9,1050.0,2.0,1.0,71.0,0.06761904761904762
3,325,11,1855.0,3.0,1.0,225.0,0.12129380053908356
3,199,11,1460.0,2.0,1.0,90.0,0.06164383561643835
0,511,11,1823.0,3.0,2.0,100.0,0.05485463521667581
3,383,9,1094.0,2.0,2.0,42.0,0.038391224862888484
3,256,9,1153.0,2.0,2.0,57.0,0.049436253252385085
0,510,11,1325.0,3.0,1.0,57.0,0.0430188679245283
2,853,14,1200.0,3.0,2.0,85.0,0.07083333333333333
0,540,11,1590.0,2.0,2.0,125.0,0.07861635220125786
2,557,16,1210.0,4.0,2.0,160.0,0.1322314049586777
2,901,14,1200.0,4.0,0.0,220.0,0.18333333333333332
3,804,9,1202.0,2.0,1.0,48.0,0.03993344425956739
0,470,9,1202.0,2.0,1.0,53.0,0.04409317803660566
3,578,9,1200.0,2.0,3.0,62.5,0.052083333333333336
3,849,11,1688.0,3.0,1.0,118.0,0.06990521327014218
0,626,9,1020.0,2.0,1.0,52.0,0.050980392156862744
3,961,9,1185.0,2.0,2.0,47.0,0.039662447257383965
3,916,9,1235.0,2.0,1.0,52.04,0.04213765182186235
3,177,9,1077.0,2.0,2.0,37.64,0.034948932219127204
3,638,11,1415.0,2.0,3.0,66.0,0.046643109540636045
3,381,11,2330.0,3.0,2.0,162.0,0.06952789699570816
3,1163,9,805.0,2.0,2.0,35.0,0.043478260869565216
0,839,0,425.0,1.0,0.0,20.03,0.047129411764705885
3,1163,9,1155.0,2.0,3.0,59.95,0.051904761904761905
3,112,9,656.0,2.0,1.0,22.0,0.03353658536585366
0,819,9,1100.0,2.0,0.0,48.0,0.04363636363636364
3,716,9,1150.0,2.0,3.0,52.0,0.04521739130434783
2,283,1,600.0,1.0,1.0,60.0,0.1
3,95,9,1468.0,2.0,1.0,140.0,0.09536784741144415
3,1163,11,2280.0,4.0,2.0,126.0,0.05526315789473684
3,478,9,1341.0,2.0,1.0,97.0,0.07233407904548844
3,540,9,1279.0,2.0,1.0,77.0,0.060203283815480846
3,385,13,2225.0,4.0,0.0,98.88,0.044440449438202245
3,1066,9,1185.0,2.0,2.0,43.51,0.03671729957805907
3,1100,11,1750.0,3.0,2.0,85.0,0.04857142857142857
3,668,9,1152.0,2.0,1.0,53.5,0.046440972222222224
2,995,16,1000.0,4.0,1.0,160.0,0.16
3,511,9,1300.0,2.0,3.0,36.0,0.027692307692307693
2,1106,14,2760.0,4.0,2.0,155.0,0.05615942028985507
3,52,9,1070.0,2.0,2.0,39.0,0.03644859813084112
3,1095,9,1101.0,2.0,0.0,45.0,0.04087193460490463
3,1097,9,775.0,2.0,1.0,55.0,0.07096774193548387
3,1177,0,667.0,1.0,1.0,36.85,0.05524737631184408
3,383,9,1070.0,2.0,1.0,55.0,0.0514018691588785
0,832,11,1875.0,2.0,2.0,110.0,0.058666666666666666
3,678,9,735.0,2.0,1.0,57.99,0.07889795918367347
2,961,16,4360.0,4.0,1.0,90.0,0.020642201834862386
3,661,11,1750.0,3.0,2.0,130.0,0.07428571428571429
3,742,9,1215.0,2.0,1.0,67.0,0.0551440329218107
2,972,24,600.0,9.0,3.0,190.0,0.31666666666666665
3,1149,9,820.0,2.0,1.0,30.0,0.036585365853658534
3,188,9,1177.5,2.0,0.0,59.935,0.050900212314225056
3,211,11,1779.0,3.0,2.0,89.61,0.050370994940978076
0,454,9,1105.0,2.0,2.0,58.0,0.05248868778280543
0,203,0,1276.0,2.0,1.0,93.0,0.07288401253918496
3,1163,11,1650.0,3.0,2.0,60.0,0.03636363636363636
3,545,9,1694.0,2.0,2.0,150.0,0.0885478158205431
3,502,11,2376.0,3.0,1.0,203.0,0.08543771043771044
3,319,11,1975.0,3.0,3.0,150.0,0.0759493670886076
3,604,9,674.0,2.0,1.0,33.0,0.04896142433234421
3,588,9,1185.0,2.0,1.0,41.0,0.03459915611814346
3,9,2,445.0,1.0,0.0,28.0,0.06292134831460675
0,775,18,900.0,7.0,2.0,76.0,0.08444444444444445
3,458,11,1475.0,3.0,2.0,75.0,0.05084745762711865
3,431,11,1618.0,3.0,3.0,82.5,0.05098887515451174
3,661,9,1120.0,2.0,0.0,65.0,0.05803571428571429
3,742,13,2181.0,3.0,2.0,152.0,0.06969280146721687
2,1129,14,1200.0,4.0,0.0,90.0,0.075
2,795,18,600.0,4.0,3.0,65.0,0.10833333333333334
3,199,11,1556.0,2.0,1.0,59.13,0.0380012853470437
3,199,9,1179.0,2.0,1.0,66.02,0.05599660729431721
3,1066,9,1296.0,2.0,2.0,83.0,0.06404320987654322
0,588,9,1275.0,2.0,2.0,52.0,0.0407843137254902
3,623,11,1400.0,2.0,2.0,77.0,0.055
3,431,9,1222.0,2.0,1.0,63.0,0.05155482815057283
3,383,9,940.0,2.0,1.0,41.0,0.043617021276595745
3,1066,9,1185.0,2.0,2.0,42.6,0.035949367088607596
3,1084,11,1779.0,3.0,2.0,112.0,0.0629567172568859
3,213,11,1615.0,3.0,2.0,59.76,0.0370030959752322
3,470,9,1056.0,2.0,1.0,61.0,0.05776515151515151
3,59,9,1100.0,2.0,0.0,46.0,0.04181818181818182
0,128,9,920.0,2.0,1.0,40.0,0.043478260869565216
3,515,11,1602.0,2.0,0.0,75.0,0.04681647940074907
0,843,9,1176.0,2.0,0.0,62.0,0.05272108843537415
2,453,14,675.0,3.0,1.0,59.0,0.0874074074074074
3,932,11,1352.0,3.0,0.0,135.0,0.09985207100591716
0,620,11,1717.0,3.0,3.0,99.0,0.05765870704717531
2,44,14,10961.0,4.0,1.0,80.0,0.00729860414195785
3,232,13,2119.0,4.0,3.0,111.0,0.052383199622463426
3,1154,9,1246.0,2.0,1.0,67.3,0.05401284109149278
3,104,9,1141.0,2.0,1.0,42.79,0.03750219106047327
0,485,9,1157.0,2.0,1.0,84.0,0.07260155574762317
3,279,9,1025.0,2.0,2.0,27.68,0.027004878048780486
0,1172,0,650.0,1.0,2.0,33.0,0.05076923076923077
3,476,9,1349.0,2.0,1.0,98.0,0.072646404744255
3,807,11,1566.0,3.0,1.0,83.3,0.053192848020434225
3,948,13,2830.0,3.0,3.0,195.0,0.06890459363957598
0,383,11,1320.0,2.0,1.0,38.13,0.028886363636363637
3,1196,11,1780.0,3.0,1.0,84.83,0.04765730337078652
3,1105,9,1091.0,2.0,1.0,34.9,0.03198900091659028
0,59,9,918.0,2.0,1.0,50.49,0.055
3,1177,13,1950.0,4.0,0.0,130.0,0.06666666666666667
3,849,11,1695.0,3.0,1.0,90.0,0.05309734513274336
3,1171,11,1705.0,3.0,2.0,95.0,0.05571847507331378
0,596,11,1375.0,3.0,2.0,75.0,0.05454545454545454
3,614,0,525.0,1.0,1.0,30.0,0.05714285714285714
0,1163,9,1447.0,2.0,1.0,83.0,0.05736005528680028
3,1066,9,1114.0,2.0,1.0,39.0,0.03500897666068223
3,59,11,1450.0,2.0,1.0,100.0,0.06896551724137931
3,215,9,460.0,1.0,0.0,15.0,0.03260869565217391
0,1111,9,1022.0,2.0,2.0,40.0,0.03913894324853229
0,476,9,1000.0,2.0,2.0,45.0,0.045
3,383,9,1128.0,2.0,1.0,68.75,0.06094858156028369
3,614,9,1180.0,2.0,2.0,57.0,0.048305084745762714
0,1056,18,1000.0,6.0,1.0,69.0,0.069
2,787,10,1200.0,2.0,1.0,150.0,0.125
3,614,9,1339.0,2.0,3.0,75.0,0.05601194921583271
3,1170,11,1400.0,2.0,3.0,55.0,0.039285714285714285
3,59,9,1040.0,2.0,1.0,39.52,0.038000000000000006
3,586,9,1198.0,2.0,2.0,58.0,0.048414023372287146
2,992,14,1200.0,3.0,2.0,95.0,0.07916666666666666
3,962,11,1691.0,3.0,2.0,113.0,0.06682436428149024
3,246,11,1075.0,3.0,2.0,36.0,0.03348837209302326
3,21,11,1630.0,3.0,2.0,194.0,0.11901840490797547
3,61,11,1240.0,3.0,2.0,43.5,0.03508064516129032
3,199,9,1122.5,2.0,0.0,58.935,0.05250334075723831
3,726,11,1665.0,3.0,2.0,86.58,0.052
0,742,11,2489.0,3.0,2.0,94.0,0.03776617115307352
0,255,9,1142.0,2.0,2.0,70.0,0.06129597197898424
3,649,11,1976.0,3.0,1.0,184.0,0.0931174089068826
3,662,11,1853.0,3.0,2.0,82.0,0.044252563410685376
2,1135,22,600.0,4.0,1.0,72.0,0.12
3,622,9,1567.0,2.0,2.0,92.0,0.058710912571793235
3,1059,9,1090.0,2.0,1.0,27.24,0.024990825688073395
2,901,18,1200.0,4.0,2.0,125.0,0.10416666666666667
3,388,9,1175.0,2.0,2.0,51.47,0.04380425531914894
0,1033,9,1200.0,2.0,2.0,52.0,0.043333333333333335
0,650,9,995.0,2.0,1.0,41.0,0.04120603015075377
3,715,9,884.0,2.0,1.0,41.1,0.04649321266968326
2,1148,16,900.0,3.0,2.0,80.0,0.08888888888888889
0,1177,9,1170.0,2.0,2.0,57.0,0.04871794871794872
3,577,9,1225.0,2.0,1.0,46.55,0.038
3,383,9,1342.0,2.0,1.0,73.3,0.05461997019374068
0,1095,9,1345.0,2.0,1.0,67.0,0.04981412639405204
0,651,11,1320.0,3.0,0.0,65.0,0.04924242424242424
3,1002,9,1276.0,2.0,2.0,45.0,0.03526645768025078
3,901,9,1140.0,2.0,1.0,49.39,0.04332456140350877
3,211,9,1300.0,2.0,1.0,50.0,0.038461538461538464
3,499,11,1652.0,3.0,2.0,85.0,0.051452784503631964
3,1069,11,2072.0,4.0,2.0,142.0,0.06853281853281853
0,128,11,1740.0,2.0,2.0,95.0,0.05459770114942529
3,383,11,1360.0,2.0,1.0,71.0,0.05220588235294118
3,507,11,1145.0,2.0,2.0,60.0,0.05240174672489083
0,1095,11,1540.0,2.0,0.0,40.0,0.025974025974025976
3,962,9,1278.0,2.0,2.0,95.0,0.07433489827856025
3,385,0,630.0,1.0,1.0,40.0,0.06349206349206349
3,614,11,1100.0,3.0,2.0,58.0,0.05272727272727273
2,220,12,1200.0,3.0,0.0,95.0,0.07916666666666666
0,503,20,2500.0,6.0,2.0,115.0,0.046
3,279,0,582.5,1.0,0.0,15.135,0.02598283261802575
3,279,9,1015.0,2.0,2.0,25.88,0.025497536945812808
3,448,11,1356.0,2.0,3.0,66.0,0.048672566371681415
3,480,9,823.0,2.0,1.0,28.0,0.03402187120291616
2,1056,12,1200.0,2.0,0.0,66.0,0.055
0,918,9,1050.0,2.0,0.0,37.0,0.035238095238095235
3,392,9,1180.0,2.0,1.0,69.0,0.05847457627118644
3,1163,9,1116.0,2.0,3.0,51.91,0.046514336917562724
3,59,9,1070.0,2.0,1.0,42.79,0.039990654205607476
3,1105,9,1385.0,2.0,3.0,80.0,0.05776173285198556
2,1105,1,1000.0,1.0,1.0,70.0,0.07
0,1163,11,1897.0,3.0,2.0,130.0,0.06852925672113865
3,715,9,1005.0,2.0,1.0,55.78,0.055502487562189055
3,439,11,1575.0,3.0,2.0,125.0,0.07936507936507936
3,1033,9,975.0,2.0,1.0,65.0,0.06666666666666667
3,485,11,1904.0,3.0,2.0,120.0,0.06302521008403361
3,638,0,930.0,1.0,1.0,30.0,0.03225806451612903
3,614,0,525.0,1.0,1.0,26.0,0.049523809523809526
3,147,0,686.0,1.0,1.0,17.0,0.02478134110787172
2,385,10,2400.0,3.0,1.0,150.0,0.0625
0,962,12,2238.0,3.0,1.0,140.0,0.06255585344057193
3,473,9,1174.0,2.0,1.0,69.0,0.05877342419080068
3,1163,11,2225.0,2.0,1.0,125.0,0.056179775280898875
3,705,9,1250.0,2.0,0.0,200.0,0.16
3,559,9,918.0,2.0,2.0,52.0,0.05664488017429194
3,716,9,1250.0,2.0,3.0,52.0,0.0416
3,962,11,1800.0,3.0,2.0,110.0,0.06111111111111111
0,742,9,1170.0,2.0,3.0,53.0,0.0452991452991453
3,260,0,1300.0,1.0,0.0,200.0,0.15384615384615385
0,199,9,793.0,2.0,1.0,45.0,0.05674653215636822
3,540,11,1710.0,3.0,2.0,107.0,0.06257309941520468
3,600,11,1082.0,2.0,1.0,57.5,0.05314232902033272
3,784,9,1001.0,2.0,2.0,33.03,0.032997002997003
0,1022,14,1500.0,4.0,2.0,180.0,0.12
3,1171,11,1590.0,2.0,1.0,54.0,0.033962264150943396
3,203,11,2400.0,2.0,0.0,80.0,0.03333333333333333
3,497,11,1554.0,3.0,2.0,55.0,0.035392535392535396
3,1066,9,1142.5,2.0,0.0,43.415,0.038
0,656,10,884.0,1.0,0.0,58.0,0.06561085972850679
3,499,9,1045.0,2.0,1.0,98.89,0.09463157894736843
3,742,9,1019.0,2.0,2.0,49.86,0.048930323846908735
3,96,11,1935.0,4.0,2.0,130.0,0.06718346253229975
3,1095,11,1135.0,2.0,2.0,39.73,0.03500440528634361
3,691,11,1680.0,3.0,2.0,150.0,0.08928571428571429
2,918,16,1800.0,4.0,3.0,187.0,0.10388888888888889
0,620,11,1799.0,3.0,3.0,90.0,0.0500277932184547
0,138,0,400.0,1.0,1.0,11.0,0.0275
0,678,9,1047.0,2.0,1.0,82.0,0.07831900668576887
3,627,9,1282.0,2.0,2.0,87.0,0.06786271450858035
3,778,9,1020.0,2.0,1.0,45.9,0.045
2,603,14,1080.0,3.0,1.0,155.0,0.14351851851851852
3,1163,9,1495.0,2.0,1.0,79.5,0.053177257525083614
3,344,11,1611.0,2.0,2.0,64.44,0.04
0,1110,12,1500.0,2.0,2.0,95.0,0.06333333333333334
3,948,11,1500.0,2.0,2.0,95.0,0.06333333333333334
3,1095,11,1540.0,3.0,0.0,50.0,0.032467532467532464
3,499,11,1639.0,3.0,1.0,80.0,0.048810250152532035
2,742,14,700.0,4.0,2.0,72.0,0.10285714285714286
3,901,9,1303.0,2.0,2.0,55.79,0.04281657712970069
3,661,9,1005.0,1.0,1.0,110.0,0.10945273631840796
3,604,0,657.5,1.0,0.0,18.41,0.028
3,279,11,1305.0,3.0,1.0,33.28,0.025501915708812262
2,662,12,600.0,4.0,0.0,95.0,0.15833333333333333
3,1205,9,1300.0,1.0,1.0,115.0,0.08846153846153847
3,255,11,1440.0,2.0,3.0,68.0,0.04722222222222222
3,974,9,901.0,2.0,1.0,35.14,0.03900110987791343
3,905,11,1725.0,3.0,3.0,200.0,0.11594202898550725
0,961,11,900.0,2.0,1.0,42.0,0.04666666666666667
3,154,9,1060.0,2.0,1.0,55.0,0.05188679245283019
3,778,9,1020.0,2.0,1.0,48.45,0.0475
3,1105,11,1535.0,3.0,2.0,65.99,0.04299022801302931
0,91,0,530.0,1.0,1.0,20.0,0.03773584905660377
3,470,11,1464.0,3.0,2.0,56.0,0.03825136612021858
3,338,9,1350.0,2.0,3.0,80.0,0.05925925925925926
3,962,9,1115.0,2.0,2.0,50.0,0.04484304932735426
3,1095,9,1175.0,2.0,2.0,47.0,0.04
0,1163,9,1113.0,2.0,1.0,62.0,0.055705300988319856
2,1095,18,1200.0,4.0,2.0,225.0,0.1875
0,418,9,650.0,2.0,0.0,42.0,0.06461538461538462
3,742,9,1325.0,2.0,2.0,71.55,0.054
0,388,9,950.0,2.0,3.0,31.0,0.03263157894736842
3,540,11,1396.0,2.0,1.0,86.51,0.061969914040114614
3,894,9,1050.0,2.0,2.0,52.07,0.04959047619047619
